날짜,제품명,채널,판매수량,매출액,환불건수
2026-05-26,들기름막국수,자사몰,11,108900,0
2026-05-26,들기름막국수,스마트스토어,12,118800,0
2026-05-26,들기름막국수,쿠팡,15,148500,0
2026-05-26,트러플리조또,자사몰,9,134100,1
2026-05-26,트러플리조또,스마트스토어,12,178800,1
2026-05-26,트러플리조또,쿠팡,12,178800,0
2026-05-27,감바스 알 아히요,자사몰,14,180600,0
2026-05-27,감바스 알 아히요,스마트스토어,19,245100,0
2026-05-27,감바스 알 아히요,쿠팡,26,335400,0
2026-05-27,들기름막국수,자사몰,13,128700,2
2026-05-27,들기름막국수,스마트스토어,15,148500,1
2026-05-27,들기름막국수,쿠팡,13,128700,0
2026-05-27,트러플리조또,자사몰,9,134100,1
2026-05-27,트러플리조또,스마트스토어,12,178800,0
2026-05-27,트러플리조또,쿠팡,14,208600,0
2026-05-28,감바스 알 아히요,자사몰,17,219300,0
2026-05-28,감바스 알 아히요,스마트스토어,20,258000,0
2026-05-28,감바스 알 아히요,쿠팡,23,296700,1
2026-05-28,들기름막국수,자사몰,13,128700,1
2026-05-28,들기름막국수,스마트스토어,14,138600,2
2026-05-28,들기름막국수,쿠팡,14,138600,1
2026-05-28,트러플리조또,자사몰,10,149000,1
2026-05-28,트러플리조또,스마트스토어,13,193700,0
2026-05-28,트러플리조또,쿠팡,15,223500,0
2026-05-29,감바스 알 아히요,자사몰,14,180600,0
2026-05-29,감바스 알 아히요,스마트스토어,19,245100,0
2026-05-29,감바스 알 아히요,쿠팡,21,270900,0
2026-05-29,들기름막국수,자사몰,11,108900,0
2026-05-29,들기름막국수,스마트스토어,12,118800,0
2026-05-29,들기름막국수,쿠팡,17,168300,0
2026-05-29,트러플리조또,자사몰,8,119200,0
2026-05-29,트러플리조또,스마트스토어,11,163900,0
2026-05-29,트러플리조또,쿠팡,14,208600,1
2026-05-30,감바스 알 아히요,자사몰,19,245100,0
2026-05-30,감바스 알 아히요,스마트스토어,19,245100,1
2026-05-30,감바스 알 아히요,쿠팡,29,374100,1
2026-05-30,들기름막국수,자사몰,12,118800,0
2026-05-30,들기름막국수,스마트스토어,19,188100,0
2026-05-30,들기름막국수,쿠팡,21,207900,1
2026-05-30,트러플리조또,자사몰,10,149000,0
2026-05-30,트러플리조또,스마트스토어,14,208600,0
2026-05-30,트러플리조또,쿠팡,17,253300,1
2026-05-31,감바스 알 아히요,자사몰,16,206400,0
2026-05-31,감바스 알 아히요,스마트스토어,19,245100,0
2026-05-31,감바스 알 아히요,쿠팡,34,438600,1
2026-05-31,들기름막국수,자사몰,15,148500,1
2026-05-31,들기름막국수,스마트스토어,18,178200,0
2026-05-31,들기름막국수,쿠팡,17,168300,1
2026-05-31,트러플리조또,자사몰,10,149000,1
2026-05-31,트러플리조또,스마트스토어,12,178800,1
2026-05-31,트러플리조또,쿠팡,17,253300,1
2026-06-01,감바스 알 아히요,자사몰,13,167700,0
2026-06-01,감바스 알 아히요,스마트스토어,19,245100,0
2026-06-01,감바스 알 아히요,쿠팡,28,361200,0
2026-06-01,들기름막국수,자사몰,10,99000,2
2026-06-01,들기름막국수,스마트스토어,13,128700,0
2026-06-01,들기름막국수,쿠팡,20,198000,0
2026-06-01,트러플리조또,자사몰,9,134100,0
2026-06-01,트러플리조또,스마트스토어,11,163900,0
2026-06-01,트러플리조또,쿠팡,15,223500,1
2026-06-02,감바스 알 아히요,자사몰,13,167700,0
2026-06-02,감바스 알 아히요,스마트스토어,17,219300,0
2026-06-02,감바스 알 아히요,쿠팡,32,412800,1
2026-06-02,들기름막국수,자사몰,10,99000,0
2026-06-02,들기름막국수,스마트스토어,17,168300,0
2026-06-02,들기름막국수,쿠팡,19,188100,1
2026-06-02,트러플리조또,자사몰,11,163900,0
2026-06-02,트러플리조또,스마트스토어,10,149000,0
2026-06-02,트러플리조또,쿠팡,15,223500,1
2026-06-03,감바스 알 아히요,자사몰,17,219300,0
2026-06-03,감바스 알 아히요,스마트스토어,24,309600,0
2026-06-03,감바스 알 아히요,쿠팡,23,296700,1
2026-06-03,들기름막국수,자사몰,13,128700,0
2026-06-03,들기름막국수,스마트스토어,16,158400,0
2026-06-03,들기름막국수,쿠팡,16,158400,0
2026-06-03,트러플리조또,자사몰,8,119200,0
2026-06-03,트러플리조또,스마트스토어,11,163900,0
2026-06-03,트러플리조또,쿠팡,13,193700,1
2026-06-04,감바스 알 아히요,자사몰,12,154800,0
2026-06-04,감바스 알 아히요,스마트스토어,19,245100,0
2026-06-04,감바스 알 아히요,쿠팡,32,412800,0
2026-06-04,들기름막국수,자사몰,14,138600,2
2026-06-04,들기름막국수,스마트스토어,16,158400,1
2026-06-04,들기름막국수,쿠팡,21,207900,0
2026-06-04,트러플리조또,자사몰,8,119200,0
2026-06-04,트러플리조또,스마트스토어,12,178800,0
2026-06-04,트러플리조또,쿠팡,11,163900,0
2026-06-05,감바스 알 아히요,자사몰,16,206400,0
2026-06-05,감바스 알 아히요,스마트스토어,16,206400,0
2026-06-05,감바스 알 아히요,쿠팡,22,283800,0
2026-06-05,들기름막국수,자사몰,11,108900,0
2026-06-05,들기름막국수,스마트스토어,13,128700,0
2026-06-05,들기름막국수,쿠팡,16,158400,1
2026-06-05,트러플리조또,자사몰,8,119200,0
2026-06-05,트러플리조또,스마트스토어,11,163900,1
2026-06-05,트러플리조또,쿠팡,12,178800,0
2026-06-06,감바스 알 아히요,자사몰,20,258000,0
2026-06-06,감바스 알 아히요,스마트스토어,23,296700,0
2026-06-06,감바스 알 아히요,쿠팡,34,438600,1
2026-06-06,들기름막국수,자사몰,13,128700,0
2026-06-06,들기름막국수,스마트스토어,20,198000,0
2026-06-06,들기름막국수,쿠팡,17,168300,0
2026-06-06,트러플리조또,자사몰,12,178800,0
2026-06-06,트러플리조또,스마트스토어,14,208600,0
2026-06-06,트러플리조또,쿠팡,13,193700,0
2026-06-07,감바스 알 아히요,자사몰,21,270900,0
2026-06-07,감바스 알 아히요,스마트스토어,23,296700,1
2026-06-07,감바스 알 아히요,쿠팡,30,387000,0
2026-06-07,들기름막국수,자사몰,13,128700,1
2026-06-07,들기름막국수,스마트스토어,19,188100,1
2026-06-07,들기름막국수,쿠팡,19,188100,1
2026-06-07,트러플리조또,자사몰,12,178800,1
2026-06-07,트러플리조또,스마트스토어,14,208600,0
2026-06-07,트러플리조또,쿠팡,15,223500,0
2026-06-08,감바스 알 아히요,자사몰,14,180600,0
2026-06-08,감바스 알 아히요,스마트스토어,22,283800,0
2026-06-08,감바스 알 아히요,쿠팡,30,387000,1
2026-06-08,들기름막국수,자사몰,12,118800,1
2026-06-08,들기름막국수,스마트스토어,14,138600,2
2026-06-08,들기름막국수,쿠팡,16,158400,0
2026-06-08,트러플리조또,자사몰,11,163900,0
2026-06-08,트러플리조또,스마트스토어,12,178800,0
2026-06-08,트러플리조또,쿠팡,14,208600,0
2026-06-09,감바스 알 아히요,자사몰,17,219300,2
2026-06-09,감바스 알 아히요,스마트스토어,23,296700,0
2026-06-09,감바스 알 아히요,쿠팡,25,322500,1
2026-06-09,들기름막국수,자사몰,12,118800,1
2026-06-09,들기름막국수,스마트스토어,12,118800,0
2026-06-09,들기름막국수,쿠팡,15,148500,1
2026-06-09,트러플리조또,자사몰,8,119200,0
2026-06-09,트러플리조또,스마트스토어,9,134100,0
2026-06-09,트러플리조또,쿠팡,15,223500,1
2026-06-10,감바스 알 아히요,자사몰,16,206400,0
2026-06-10,감바스 알 아히요,스마트스토어,23,296700,0
2026-06-10,감바스 알 아히요,쿠팡,27,348300,1
2026-06-10,들기름막국수,자사몰,12,118800,0
2026-06-10,들기름막국수,스마트스토어,17,168300,1
2026-06-10,들기름막국수,쿠팡,15,148500,1
2026-06-10,트러플리조또,자사몰,10,149000,0
2026-06-10,트러플리조또,스마트스토어,13,193700,0
2026-06-10,트러플리조또,쿠팡,12,178800,0
2026-06-11,감바스 알 아히요,자사몰,15,193500,0
2026-06-11,감바스 알 아히요,스마트스토어,17,219300,1
2026-06-11,감바스 알 아히요,쿠팡,30,387000,0
2026-06-11,들기름막국수,자사몰,10,99000,0
2026-06-11,들기름막국수,스마트스토어,18,178200,0
2026-06-11,들기름막국수,쿠팡,18,178200,1
2026-06-11,트러플리조또,자사몰,8,119200,0
2026-06-11,트러플리조또,스마트스토어,13,193700,0
2026-06-11,트러플리조또,쿠팡,12,178800,3
2026-06-12,감바스 알 아히요,자사몰,15,193500,0
2026-06-12,감바스 알 아히요,스마트스토어,23,296700,0
2026-06-12,감바스 알 아히요,쿠팡,26,335400,2
2026-06-12,들기름막국수,자사몰,14,138600,0
2026-06-12,들기름막국수,스마트스토어,13,128700,0
2026-06-12,들기름막국수,쿠팡,17,168300,0
2026-06-12,트러플리조또,자사몰,9,134100,0
2026-06-12,트러플리조또,스마트스토어,13,193700,0
2026-06-12,트러플리조또,쿠팡,14,208600,0
2026-06-13,감바스 알 아히요,자사몰,18,232200,3
2026-06-13,감바스 알 아히요,스마트스토어,28,361200,0
2026-06-13,감바스 알 아히요,쿠팡,32,412800,0
2026-06-13,들기름막국수,자사몰,14,138600,0
2026-06-13,들기름막국수,스마트스토어,14,138600,0
2026-06-13,들기름막국수,쿠팡,18,178200,1
2026-06-13,트러플리조또,자사몰,10,149000,0
2026-06-13,트러플리조또,스마트스토어,12,178800,0
2026-06-13,트러플리조또,쿠팡,16,238400,1
2026-06-14,감바스 알 아히요,자사몰,14,180600,0
2026-06-14,감바스 알 아히요,스마트스토어,24,309600,2
2026-06-14,감바스 알 아히요,쿠팡,29,374100,0
2026-06-14,들기름막국수,자사몰,12,118800,0
2026-06-14,들기름막국수,스마트스토어,15,148500,1
2026-06-14,들기름막국수,쿠팡,19,188100,0
2026-06-14,트러플리조또,자사몰,10,149000,0
2026-06-14,트러플리조또,스마트스토어,13,193700,0
2026-06-14,트러플리조또,쿠팡,16,238400,0
2026-06-15,감바스 알 아히요,자사몰,15,193500,0
2026-06-15,감바스 알 아히요,스마트스토어,20,258000,0
2026-06-15,감바스 알 아히요,쿠팡,24,309600,2
2026-06-15,들기름막국수,자사몰,11,108900,0
2026-06-15,들기름막국수,스마트스토어,13,128700,0
2026-06-15,들기름막국수,쿠팡,19,188100,0
2026-06-15,트러플리조또,자사몰,10,149000,0
2026-06-15,트러플리조또,스마트스토어,11,163900,0
2026-06-15,트러플리조또,쿠팡,13,193700,0
2026-06-16,감바스 알 아히요,자사몰,16,206400,0
2026-06-16,감바스 알 아히요,스마트스토어,18,232200,0
2026-06-16,감바스 알 아히요,쿠팡,32,412800,0
2026-06-16,들기름막국수,자사몰,14,138600,0
2026-06-16,들기름막국수,스마트스토어,17,168300,0
2026-06-16,들기름막국수,쿠팡,15,148500,0
2026-06-16,트러플리조또,자사몰,7,104300,0
2026-06-16,트러플리조또,스마트스토어,9,134100,0
2026-06-16,트러플리조또,쿠팡,13,193700,1
2026-06-17,감바스 알 아히요,자사몰,18,232200,0
2026-06-17,감바스 알 아히요,스마트스토어,18,232200,0
2026-06-17,감바스 알 아히요,쿠팡,32,412800,4
2026-06-17,들기름막국수,자사몰,12,118800,0
2026-06-17,들기름막국수,스마트스토어,17,168300,0
2026-06-17,들기름막국수,쿠팡,18,178200,1
2026-06-17,트러플리조또,자사몰,9,134100,0
2026-06-17,트러플리조또,스마트스토어,11,163900,0
2026-06-17,트러플리조또,쿠팡,13,193700,0
2026-06-18,감바스 알 아히요,자사몰,16,206400,0
2026-06-18,감바스 알 아히요,스마트스토어,20,258000,0
2026-06-18,감바스 알 아히요,쿠팡,27,348300,1
2026-06-18,들기름막국수,자사몰,11,108900,0
2026-06-18,들기름막국수,스마트스토어,13,128700,0
2026-06-18,들기름막국수,쿠팡,17,168300,0
2026-06-18,트러플리조또,자사몰,9,134100,0
2026-06-18,트러플리조또,스마트스토어,9,134100,0
2026-06-18,트러플리조또,쿠팡,11,163900,0
2026-06-19,감바스 알 아히요,자사몰,18,232200,0
2026-06-19,감바스 알 아히요,스마트스토어,17,219300,0
2026-06-19,감바스 알 아히요,쿠팡,25,322500,1
2026-06-19,들기름막국수,자사몰,14,138600,0
2026-06-19,들기름막국수,스마트스토어,13,128700,0
2026-06-19,들기름막국수,쿠팡,17,168300,0
2026-06-19,트러플리조또,자사몰,8,119200,0
2026-06-19,트러플리조또,스마트스토어,11,163900,2
2026-06-19,트러플리조또,쿠팡,11,163900,1
2026-06-20,감바스 알 아히요,자사몰,20,258000,0
2026-06-20,감바스 알 아히요,스마트스토어,23,296700,0
2026-06-20,감바스 알 아히요,쿠팡,25,322500,0
2026-06-20,들기름막국수,자사몰,12,118800,0
2026-06-20,들기름막국수,스마트스토어,15,148500,1
2026-06-20,들기름막국수,쿠팡,21,207900,1
2026-06-20,트러플리조또,자사몰,9,134100,1
2026-06-20,트러플리조또,스마트스토어,13,193700,0
2026-06-20,트러플리조또,쿠팡,15,223500,1
2026-06-21,감바스 알 아히요,자사몰,17,219300,1
2026-06-21,감바스 알 아히요,스마트스토어,25,322500,0
2026-06-21,감바스 알 아히요,쿠팡,36,464400,0
2026-06-21,들기름막국수,자사몰,14,138600,0
2026-06-21,들기름막국수,스마트스토어,16,158400,1
2026-06-21,들기름막국수,쿠팡,23,227700,0
2026-06-21,트러플리조또,자사몰,8,119200,0
2026-06-21,트러플리조또,스마트스토어,15,223500,0
2026-06-21,트러플리조또,쿠팡,16,238400,1
2026-06-22,감바스 알 아히요,자사몰,14,180600,0
2026-06-22,감바스 알 아히요,스마트스토어,18,232200,0
2026-06-22,감바스 알 아히요,쿠팡,32,412800,0
2026-06-22,들기름막국수,자사몰,15,148500,0
2026-06-22,들기름막국수,스마트스토어,20,198000,0
2026-06-22,들기름막국수,쿠팡,20,198000,0
2026-06-22,트러플리조또,자사몰,8,119200,0
2026-06-22,트러플리조또,스마트스토어,10,149000,0
2026-06-22,트러플리조또,쿠팡,14,208600,0
2026-06-23,감바스 알 아히요,자사몰,16,206400,0
2026-06-23,감바스 알 아히요,스마트스토어,18,232200,0
2026-06-23,감바스 알 아히요,쿠팡,26,335400,0
2026-06-23,들기름막국수,자사몰,14,138600,0
2026-06-23,들기름막국수,스마트스토어,19,188100,0
2026-06-23,들기름막국수,쿠팡,23,227700,1
2026-06-23,트러플리조또,자사몰,10,149000,0
2026-06-23,트러플리조또,스마트스토어,10,149000,0
2026-06-23,트러플리조또,쿠팡,12,178800,0
2026-06-24,감바스 알 아히요,자사몰,13,167700,0
2026-06-24,감바스 알 아히요,스마트스토어,21,270900,0
2026-06-24,감바스 알 아히요,쿠팡,22,283800,0
2026-06-24,들기름막국수,자사몰,13,128700,0
2026-06-24,들기름막국수,스마트스토어,19,188100,0
2026-06-24,들기름막국수,쿠팡,20,198000,0
2026-06-24,트러플리조또,자사몰,10,149000,0
2026-06-24,트러플리조또,스마트스토어,13,193700,0
2026-06-24,트러플리조또,쿠팡,15,223500,1
2026-06-25,감바스 알 아히요,자사몰,14,180600,0
2026-06-25,감바스 알 아히요,스마트스토어,21,270900,0
2026-06-25,감바스 알 아히요,쿠팡,29,374100,0
2026-06-25,들기름막국수,자사몰,11,108900,0
2026-06-25,들기름막국수,스마트스토어,17,168300,0
2026-06-25,들기름막국수,쿠팡,22,217800,0
2026-06-25,트러플리조또,자사몰,8,119200,0
2026-06-25,트러플리조또,스마트스토어,10,149000,0
2026-06-25,트러플리조또,쿠팡,11,163900,0
2026-06-26,감바스 알 아히요,자사몰,13,167700,0
2026-06-26,감바스 알 아히요,스마트스토어,18,232200,0
2026-06-26,감바스 알 아히요,쿠팡,31,399900,1
2026-06-26,들기름막국수,자사몰,15,148500,0
2026-06-26,들기름막국수,스마트스토어,15,148500,0
2026-06-26,들기름막국수,쿠팡,24,237600,1
2026-06-26,트러플리조또,자사몰,8,119200,0
2026-06-26,트러플리조또,스마트스토어,11,163900,0
2026-06-26,트러플리조또,쿠팡,13,193700,0
2026-06-27,감바스 알 아히요,자사몰,20,258000,1
2026-06-27,감바스 알 아히요,스마트스토어,25,322500,0
2026-06-27,감바스 알 아히요,쿠팡,35,451500,2
2026-06-27,들기름막국수,자사몰,14,138600,1
2026-06-27,들기름막국수,스마트스토어,22,217800,2
2026-06-27,들기름막국수,쿠팡,25,247500,2
2026-06-27,트러플리조또,자사몰,9,134100,0
2026-06-27,트러플리조또,스마트스토어,14,208600,0
2026-06-27,트러플리조또,쿠팡,16,238400,0
2026-06-28,감바스 알 아히요,자사몰,21,270900,0
2026-06-28,감바스 알 아히요,스마트스토어,24,309600,0
2026-06-28,감바스 알 아히요,쿠팡,28,361200,0
2026-06-28,들기름막국수,자사몰,16,158400,0
2026-06-28,들기름막국수,스마트스토어,21,207900,1
2026-06-28,들기름막국수,쿠팡,22,217800,0
2026-06-28,트러플리조또,자사몰,11,163900,0
2026-06-28,트러플리조또,스마트스토어,12,178800,0
2026-06-28,트러플리조또,쿠팡,17,253300,0
2026-06-29,감바스 알 아히요,자사몰,15,193500,0
2026-06-29,감바스 알 아히요,스마트스토어,25,322500,2
2026-06-29,감바스 알 아히요,쿠팡,28,361200,0
2026-06-29,들기름막국수,자사몰,13,128700,0
2026-06-29,들기름막국수,스마트스토어,19,188100,1
2026-06-29,들기름막국수,쿠팡,18,178200,0
2026-06-29,트러플리조또,자사몰,10,149000,0
2026-06-29,트러플리조또,스마트스토어,13,193700,0
2026-06-29,트러플리조또,쿠팡,10,149000,0
2026-06-30,감바스 알 아히요,자사몰,14,180600,1
2026-06-30,감바스 알 아히요,스마트스토어,22,283800,0
2026-06-30,감바스 알 아히요,쿠팡,24,309600,0
2026-06-30,들기름막국수,자사몰,12,118800,1
2026-06-30,들기름막국수,스마트스토어,19,188100,1
2026-06-30,들기름막국수,쿠팡,21,207900,0
2026-06-30,트러플리조또,자사몰,9,134100,0
2026-06-30,트러플리조또,스마트스토어,11,163900,0
2026-06-30,트러플리조또,쿠팡,15,223500,0
